Orthogroup	creidhartii	Cvulgaris
OG0004061	CRv4_Au5_s1_g2006_t1	maker_Scaffold_153-snap-gene-0.19-mRNA-1 protein AED_0.16 eAED_0.16 QI_0|1|0.5|1|1|0.75|4|0|193
OG0004062	CRv4_Au5_s12_g3625_t1	maker_Scaffold_696-augustus-gene-0.14-mRNA-1 protein AED_0.17 eAED_0.18 QI_0|0.5|0.2|0.6|1|1|5|0|263
OG0004063	CRv4_Au5_s13_g5186_t1	snap_masked_Scaffold_1449-abinit-gene-0.4-mRNA-1 protein AED_0.35 eAED_0.40 QI_0|0.25|0|1|1|1|5|0|326
OG0004064	CRv4_Au5_s7_g14312_t1	maker_Scaffold_412-snap-gene-0.9-mRNA-1 protein AED_0.17 eAED_0.18 QI_0|0.5|0.14|0.71|0.5|0.42|7|0|676
OG0004065	CRv4_Au5_s12_g2759_t1	snap_masked_Scaffold_1320-abinit-gene-0.2-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|0|0|0.66|1|1|3|0|233
OG0004066	CRv4_Au5_s13_g5112_t1	maker_Scaffold_1282-snap-gene-0.24-mRNA-1 protein AED_0.16 eAED_0.16 QI_0|0.83|0.57|1|0.83|0.71|7|0|381
OG0004067	CRv4_Au5_s10_g553_t1	augustus_masked_Scaffold_2282-abinit-gene-0.3-mRNA-1 protein AED_0.26 eAED_0.26 QI_0|0|0|0.25|1|1|4|0|153
OG0004068	CRv4_Au5_s1_g1328_t1	augustus_masked_Scaffold_1298-abinit-gene-0.4-mRNA-1 protein AED_0.01 eAED_0.01 QI_0|0|0.5|0.5|1|1|2|0|131
OG0004069	CRv4_Au5_s10_g128_t1	genemark_Scaffold_1298-abinit-gene-0.10-mRNA-1 protein AED_0.16 eAED_0.16 QI_0|0.5|0|0.66|1|1|3|0|344
OG0004070	CRv4_Au5_s75_g14614_t1	maker_Scaffold_1298-augustus-gene-0.25-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|0.5|0.33|1|0.5|0.66|3|0|160
OG0004071	CRv4_Au5_s12_g4045_t1	augustus_masked_Scaffold_1298-abinit-gene-0.1-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.66|0.25|1|1|1|4|0|241
OG0004072	CRv4_Au5_s8_g14933_t1	maker_Scaffold_1535-augustus-gene-0.15-mRNA-1 protein AED_0.28 eAED_0.29 QI_0|0.66|0.46|0.76|1|1|13|0|473
OG0004073	CRv4_Au5_s6_g12859_t1	maker_Scaffold_1887-snap-gene-0.23-mRNA-1 protein AED_0.16 eAED_0.16 QI_31|1|0.8|1|1|1|5|12|443
OG0004074	CRv4_Au5_s12_g2750_t1	maker_Scaffold_1887-augustus-gene-0.22-mRNA-1 protein AED_0.15 eAED_0.15 QI_0|0.83|0.57|0.85|0.83|0.85|7|0|318
OG0004075	CRv4_Au5_s17_g7149_t1	maker_Scaffold_1259-snap-gene-0.13-mRNA-1 protein AED_0.20 eAED_0.20 QI_0|0.4|0.33|0.83|0.4|0.5|6|0|259
OG0004076	CRv4_Au5_s10_g807_t1	maker_Scaffold_2192-snap-gene-0.25-mRNA-1 protein AED_0.09 eAED_0.09 QI_0|1|0.66|1|1|1|6|0|445
OG0004077	CRv4_Au5_s18_g8049_t1	maker_Scaffold_2094-augustus-gene-0.20-mRNA-1 protein AED_0.16 eAED_0.16 QI_0|0.57|0.25|0.75|1|1|8|0|420
OG0004078	CRv4_Au5_s2_g9688_t1	snap_masked_Scaffold_910-abinit-gene-0.4-mRNA-1 protein AED_0.04 eAED_0.04 QI_0|-1|0|1|-1|1|1|0|123
OG0004079	CRv4_Au5_s2_g8820_t1	maker_Scaffold_2053-augustus-gene-0.13-mRNA-1 protein AED_0.15 eAED_0.15 QI_0|0.5|0|0.66|1|1|3|0|223
OG0004080	CRv4_Au5_s1_g2088_t1	maker_Scaffold_2903-augustus-gene-0.12-mRNA-1 protein AED_0.03 eAED_0.04 QI_0|1|0.88|1|1|1|9|0|357
OG0004081	CRv4_Au5_s12_g4270_t1	augustus_masked_Scaffold_171-abinit-gene-0.1-mRNA-1 protein AED_0.25 eAED_0.26 QI_0|0|0|0.42|1|1|7|0|289
OG0004082	CRv4_Au5_s12_g3695_t1	maker_Scaffold_171-augustus-gene-0.17-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.6|0.5|0.66|1|1|6|0|276
OG0004083	CRv4_Au5_s2_g8347_t1	maker_Scaffold_2346-augustus-gene-0.12-mRNA-1 protein AED_0.19 eAED_0.25 QI_0|0.77|0.7|0.9|1|1|10|0|474
OG0004084	CRv4_Au5_s12_g3990_t1	maker_Scaffold_326-augustus-gene-0.21-mRNA-1 protein AED_0.00 eAED_0.00 QI_23|1|1|1|0.83|0.85|7|0|349
OG0004085	CRv4_Au5_s2_g8674_t1	maker_Scaffold_326-augustus-gene-0.22-mRNA-1 protein AED_0.36 eAED_0.36 QI_0|0.2|0|0.33|1|1|6|0|419
OG0004086	CRv4_Au5_s12_g3178_t1	augustus_masked_Scaffold_403-abinit-gene-0.2-mRNA-1 protein AED_0.02 eAED_0.02 QI_0|1|1|1|1|1|4|0|297
OG0004087	CRv4_Au5_s3_g10348_t1	maker_Scaffold_403-augustus-gene-0.19-mRNA-1 protein AED_0.20 eAED_0.20 QI_0|0.66|0.42|0.71|1|1|7|0|386
OG0004088	CRv4_Au5_s10_g310_t1	maker_Scaffold_1915-augustus-gene-0.15-mRNA-1 protein AED_0.21 eAED_0.21 QI_0|0.85|0.62|0.87|1|1|8|0|538
OG0004089	CRv4_Au5_s13_g5090_t1	genemark_Scaffold_1588-abinit-gene-0.2-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.52|0.35|0.9|1|1|20|0|1086
OG0004090	CRv4_Au5_s6_g13410_t1	maker_Scaffold_1927-augustus-gene-0.8-mRNA-1 protein AED_0.10 eAED_0.12 QI_0|0|0|0.8|1|1|15|0|918
OG0004091	CRv4_Au5_s31_g11371_t1	genemark_Scaffold_1500-abinit-gene-0.3-mRNA-1 protein AED_0.29 eAED_0.32 QI_0|0|0|1|1|0.5|2|0|57
OG0004092	CRv4_Au5_s7_g14467_t1	maker_Scaffold_2456-augustus-gene-0.13-mRNA-1 protein AED_0.05 eAED_0.05 QI_0|0.8|0.5|0.83|1|1|6|0|336
OG0004093	CRv4_Au5_s17_g7429_t1	genemark_Scaffold_1652-abinit-gene-0.1-mRNA-1 protein AED_0.25 eAED_0.25 QI_0|0.33|0.14|0.42|1|1|7|0|254
OG0004094	CRv4_Au5_s16_g6565_t1	maker_Scaffold_2548-augustus-gene-0.12-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|0.87|0.77|1|1|1|9|0|372
OG0004095	CRv4_Au5_s2_g9161_t1	maker_Scaffold_184-augustus-gene-0.9-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|0.86|0.68|0.93|1|1|16|0|628
OG0004096	CRv4_Au5_s2_g9064_t1	augustus_masked_Scaffold_1232-abinit-gene-0.2-mRNA-1 protein AED_0.24 eAED_0.24 QI_0|0|0|0.5|1|1|2|0|76
OG0004097	CRv4_Au5_s18_g7970_t1	maker_Scaffold_1232-augustus-gene-0.22-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|1|0.33|1|1|0.66|3|0|105
OG0004098	CRv4_Au5_s12_g3336_t1	maker_Scaffold_1232-snap-gene-0.26-mRNA-1 protein AED_0.30 eAED_0.31 QI_0|1|0.5|1|0.66|0.75|4|0|409
OG0004099	CRv4_Au5_s12_g3008_t1	maker_Scaffold_1534-snap-gene-0.15-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|0.8|0.66|0.83|1|0.83|6|0|230
OG0004100	CRv4_Au5_s3_g10719_t1	maker_Scaffold_1325-augustus-gene-0.17-mRNA-1 protein AED_0.24 eAED_0.24 QI_60|1|0|1|1|1|2|0|90
OG0004101	CRv4_Au5_s10_g948_t1	maker_Scaffold_804-augustus-gene-0.21-mRNA-1 protein AED_0.22 eAED_0.22 QI_27|0.71|0.5|0.87|0.85|0.75|8|0|502
OG0004102	CRv4_Au5_s2_g9553_t1	maker_Scaffold_309-augustus-gene-0.16-mRNA-1 protein AED_0.05 eAED_0.06 QI_0|0.88|0.7|0.9|0.22|0.5|10|0|314
OG0004103	CRv4_Au5_s1_g2393_t1	maker_Scaffold_309-augustus-gene-0.18-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.77|0.7|1|0.66|0.7|10|0|339
OG0004104	CRv4_Au5_s14_g5453_t1	maker_Scaffold_884-augustus-gene-0.14-mRNA-1 protein AED_0.04 eAED_0.15 QI_0|0.66|0.57|0.85|1|1|7|7|248
OG0004105	CRv4_Au5_s10_g504_t1	maker_Scaffold_884-snap-gene-0.18-mRNA-1 protein AED_0.21 eAED_0.21 QI_0|1|0.33|1|1|1|3|0|304
OG0004106	CRv4_Au5_s13_g4418_t1	maker_Scaffold_2109-augustus-gene-0.10-mRNA-1 protein AED_0.06 eAED_0.06 QI_0|1|0.33|1|1|1|3|0|120
OG0004107	CRv4_Au5_s32_g11393_t1	maker_Scaffold_1999-augustus-gene-0.20-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|1|0.6|1|1|0.8|5|0|299
OG0004108	CRv4_Au5_s1_g1193_t1	maker_Scaffold_1999-augustus-gene-0.21-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.5|0.4|0.8|1|1|5|0|220
OG0004109	CRv4_Au5_s12_g4101_t1	maker_Scaffold_1670-augustus-gene-0.13-mRNA-1 protein AED_0.15 eAED_0.15 QI_0|0.71|0.37|1|1|0.87|8|0|570
OG0004110	CRv4_Au5_s8_g14831_t1	maker_Scaffold_1716-snap-gene-0.12-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|1|0|1|1|1|2|0|287
OG0004111	CRv4_Au5_s7_g13809_t1	maker_Scaffold_1291-snap-gene-0.17-mRNA-1 protein AED_0.04 eAED_0.11 QI_35|1|0.66|1|1|0.66|3|0|178
OG0004112	CRv4_Au5_s17_g7207_t1	genemark_Scaffold_2319-abinit-gene-0.5-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|0.33|0|0.5|1|1|4|0|177
OG0004113	CRv4_Au5_s17_g7371_t1	maker_Scaffold_2319-augustus-gene-0.16-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|1|0.87|1|1|1|8|0|440
OG0004114	CRv4_Au5_s13_g4649_t1	maker_Scaffold_918-augustus-gene-0.20-mRNA-1 protein AED_0.30 eAED_0.30 QI_0|0.6|0.45|0.63|1|1|11|0|484
OG0004115	CRv4_Au5_s17_g7508_t1	maker_Scaffold_2509-snap-gene-0.14-mRNA-1 protein AED_0.09 eAED_0.11 QI_47|0.84|0.5|1|0.84|0.64|14|0|1210
OG0004116	CRv4_Au5_s10_g460_t1	maker_Scaffold_2245-augustus-gene-0.15-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|0.5|0.2|0.8|1|1|5|0|303
OG0004117	CRv4_Au5_s4_g11808_t1	genemark_Scaffold_2245-abinit-gene-0.3-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|1|0.88|1|1|0.88|9|0|321
OG0004118	CRv4_Au5_s8_g14845_t1	maker_Scaffold_2505-augustus-gene-0.12-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|0.5|0.8|0.8|0.75|0.8|5|0|318
OG0004119	CRv4_Au5_s4_g11689_t1	maker_Scaffold_1876-augustus-gene-0.23-mRNA-1 protein AED_0.09 eAED_0.09 QI_0|0.83|0.85|1|1|1|7|0|398
OG0004120	CRv4_Au5_s12_g2975_t1	genemark_Scaffold_1876-abinit-gene-0.7-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.5|0.2|0.8|1|1|5|0|289
OG0004121	CRv4_Au5_s12_g2968_t1	maker_Scaffold_1876-snap-gene-0.31-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|0.5|0|1|1|1|3|0|155
OG0004122	CRv4_Au5_s1_g1590_t1	maker_Scaffold_721-snap-gene-0.24-mRNA-1 protein AED_0.06 eAED_0.07 QI_0|1|0.5|1|0.66|0.5|4|0|179
OG0004123	CRv4_Au5_s1_g1793_t1	genemark_Scaffold_721-abinit-gene-0.5-mRNA-1 protein AED_0.06 eAED_0.06 QI_0|0|0|0.5|1|1|4|0|494
OG0004124	CRv4_Au5_s22_g9847_t1	maker_Scaffold_1288-snap-gene-0.24-mRNA-1 protein AED_0.25 eAED_0.25 QI_0|0.83|0.71|1|0.83|0.71|7|0|374
OG0004125	CRv4_Au5_s1_g1081_t1	maker_Scaffold_2262-augustus-gene-0.14-mRNA-1 protein AED_0.13 eAED_0.14 QI_0|1|1|1|1|1|4|0|184
OG0004126	CRv4_Au5_s2_g8931_t1	maker_Scaffold_1146-snap-gene-0.11-mRNA-1 protein AED_0.15 eAED_0.15 QI_0|0.5|0|0.66|0.5|0.33|3|0|253
OG0004127	CRv4_Au5_s12_g2993_t1	augustus_masked_Scaffold_2386-abinit-gene-0.2-mRNA-1 protein AED_0.14 eAED_0.15 QI_0|0.8|0.66|0.83|1|1|6|0|231
OG0004128	CRv4_Au5_s16_g6581_t1	maker_Scaffold_216-augustus-gene-0.11-mRNA-1 protein AED_0.41 eAED_0.41 QI_0|0.33|0.28|0.42|1|1|7|0|576
OG0004129	CRv4_Au5_s9_g15595_t1	maker_Scaffold_752-augustus-gene-0.16-mRNA-1 protein AED_0.15 eAED_0.16 QI_0|0.25|0|0.6|0.75|0.8|5|0|374
OG0004130	CRv4_Au5_s1_g1635_t1	maker_Scaffold_752-augustus-gene-0.18-mRNA-1 protein AED_0.22 eAED_0.25 QI_0|0|0|0.6|1|1|5|0|278
OG0004131	CRv4_Au5_s15_g5762_t1	genemark_Scaffold_752-abinit-gene-0.5-mRNA-1 protein AED_0.19 eAED_0.19 QI_0|0.66|0.5|1|1|1|4|0|126
OG0004132	CRv4_Au5_s7_g13904_t1	genemark_Scaffold_1613-abinit-gene-0.7-mRNA-1 protein AED_0.05 eAED_0.06 QI_0|-1|0|1|-1|1|1|0|259
OG0004133	CRv4_Au5_s1_g1978_t1	maker_Scaffold_1613-snap-gene-0.23-mRNA-1 protein AED_0.21 eAED_0.21 QI_0|0.57|0.25|0.87|0.57|0.62|8|0|539
OG0004134	CRv4_Au5_s3_g10806_t1	maker_Scaffold_1974-snap-gene-0.11-mRNA-1 protein AED_0.05 eAED_0.05 QI_0|0.83|0.57|1|1|1|7|0|348
OG0004135	CRv4_Au5_s7_g14049_t1	maker_Scaffold_1993-augustus-gene-0.14-mRNA-1 protein AED_0.28 eAED_0.28 QI_0|1|0|1|1|1|2|0|248
OG0004136	CRv4_Au5_s14_g5297_t1	augustus_masked_Scaffold_1462-abinit-gene-0.0-mRNA-1 protein AED_0.21 eAED_0.21 QI_0|0.7|0.54|0.90|1|1|11|0|483
OG0004137	CRv4_Au5_s12_g3984_t1	maker_Scaffold_2326-augustus-gene-0.19-mRNA-1 protein AED_0.05 eAED_0.05 QI_0|1|0.66|1|1|1|3|0|266
OG0004138	CRv4_Au5_s2_g8280_t1	maker_Scaffold_2326-augustus-gene-0.18-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|1|0.75|1|1|1|4|0|398
OG0004139	CRv4_Au5_s1_g1239_t1	augustus_masked_Scaffold_2326-abinit-gene-0.1-mRNA-1 protein AED_0.14 eAED_0.15 QI_0|0.5|0|0.66|1|1|3|0|106
OG0004140	CRv4_Au5_s19_g8110_t1	snap_masked_Scaffold_2576-abinit-gene-0.12-mRNA-1 protein AED_0.11 eAED_0.12 QI_0|-1|0|1|-1|1|1|0|280
OG0004141	CRv4_Au5_s10_g233_t1	genemark_Scaffold_869-abinit-gene-0.3-mRNA-1 protein AED_0.25 eAED_0.25 QI_0|0|0|0.33|1|1|3|0|141
OG0004142	CRv4_Au5_s10_g602_t1	maker_Scaffold_869-snap-gene-0.15-mRNA-1 protein AED_0.09 eAED_0.14 QI_0|0.5|0.4|1|0.5|0.6|5|0|273
OG0004143	CRv4_Au5_s32_g11410_t1	genemark_Scaffold_1739-abinit-gene-0.3-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|0.5|0|1|1|1|3|0|362
OG0004144	CRv4_Au5_s1_g2126_t1	genemark_Scaffold_2043-abinit-gene-0.7-mRNA-1 protein AED_0.06 eAED_0.06 QI_0|0.75|0.4|1|1|1|5|0|387
OG0004145	CRv4_Au5_s12_g2960_t1	genemark_Scaffold_2043-abinit-gene-0.5-mRNA-1 protein AED_0.20 eAED_0.20 QI_0|0.41|0.46|0.61|1|1|13|0|691
OG0004146	CRv4_Au5_s12_g3346_t1	maker_Scaffold_865-augustus-gene-0.14-mRNA-1 protein AED_0.18 eAED_0.18 QI_0|1|0.83|1|1|0.91|12|0|512
OG0004147	CRv4_Au5_s13_g4734_t1	augustus_masked_Scaffold_852-abinit-gene-0.3-mRNA-1 protein AED_0.20 eAED_0.21 QI_0|0.66|0.42|0.85|1|1|7|0|700
OG0004148	CRv4_Au5_s7_g14456_t1	genemark_Scaffold_1392-abinit-gene-0.6-mRNA-1 protein AED_0.21 eAED_0.22 QI_0|0.5|0.33|1|1|1|3|0|490
OG0004149	CRv4_Au5_s9_g15731_t1	augustus_masked_Scaffold_1392-abinit-gene-0.2-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|0.5|0.33|0.88|1|1|9|0|388
OG0004150	CRv4_Au5_s9_g15410_t1	maker_Scaffold_2347-augustus-gene-0.21-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|1|0.5|1|1|1|4|0|153
OG0004151	CRv4_Au5_s2_g8946_t1	maker_Scaffold_672-snap-gene-0.12-mRNA-1 protein AED_0.27 eAED_0.37 QI_60|0.58|0.38|0.84|0.08|0.15|13|0|478
OG0004152	CRv4_Au5_s7_g14475_t1	genemark_Scaffold_828-abinit-gene-0.4-mRNA-1 protein AED_0.15 eAED_0.16 QI_0|0.61|0.35|1|1|1|14|0|1172
OG0004153	CRv4_Au5_s7_g14577_t1	genemark_Scaffold_7-abinit-gene-0.3-mRNA-1 protein AED_0.27 eAED_0.27 QI_0|0|0|0.33|1|1|3|0|200
OG0004154	CRv4_Au5_s7_g14578_t1	maker_Scaffold_7-augustus-gene-0.19-mRNA-1 protein AED_0.19 eAED_0.19 QI_0|1|0|1|1|1|2|0|78
OG0004155	CRv4_Au5_s7_g13919_t1	augustus_masked_Scaffold_79-abinit-gene-0.2-mRNA-1 protein AED_0.15 eAED_0.16 QI_0|0.66|0.46|0.76|1|1|13|0|440
OG0004156	CRv4_Au5_s13_g5113_t1	maker_Scaffold_1499-augustus-gene-0.16-mRNA-1 protein AED_0.13 eAED_0.13 QI_24|0.66|0.5|0.8|0.88|0.9|10|0|1051
OG0004157	CRv4_Au5_s1_g2318_t1	maker_Scaffold_2201-augustus-gene-0.19-mRNA-1 protein AED_0.18 eAED_0.18 QI_0|0.2|0|0.66|0.8|1|6|0|230
OG0004158	CRv4_Au5_s16_g6609_t1	maker_Scaffold_640-snap-gene-0.14-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|0.5|0|1|0.5|0.66|3|0|312
OG0004159	CRv4_Au5_s19_g8135_t1	maker_Scaffold_640-augustus-gene-0.13-mRNA-1 protein AED_0.07 eAED_0.07 QI_0|1|0.71|1|1|1|7|0|305
OG0004160	CRv4_Au5_s17_g7529_t1	genemark_Scaffold_2058-abinit-gene-0.4-mRNA-1 protein AED_0.18 eAED_0.18 QI_0|0.5|0|0.66|1|1|3|0|119
OG0004161	CRv4_Au5_s1_g1607_t1	genemark_Scaffold_919-abinit-gene-0.5-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.33|0|0.75|1|1|4|0|388
OG0004162	CRv4_Au5_s9_g15327_t1	genemark_Scaffold_919-abinit-gene-0.4-mRNA-1 protein AED_0.29 eAED_0.29 QI_0|0.5|0|0.66|1|1|3|0|350
OG0004163	CRv4_Au5_s3_g10401_t1	maker_Scaffold_1851-snap-gene-0.13-mRNA-1 protein AED_0.09 eAED_0.10 QI_0|0.66|0.5|1|0.33|0.25|4|0|483
OG0004164	CRv4_Au5_s12_g3548_t1	maker_Scaffold_1672-augustus-gene-0.11-mRNA-1 protein AED_0.11 eAED_0.15 QI_54|0.85|0.62|0.87|1|1|8|0|441
OG0004165	CRv4_Au5_s7_g13815_t1	genemark_Scaffold_1179-abinit-gene-0.3-mRNA-1 protein AED_0.15 eAED_0.17 QI_0|0|0|0.63|1|1|11|0|2053
OG0004166	CRv4_Au5_s8_g15107_t1	maker_Scaffold_1864-snap-gene-0.18-mRNA-1 protein AED_0.14 eAED_0.15 QI_0|1|0.6|1|1|1|5|0|307
OG0004167	CRv4_Au5_s8_g14963_t1	genemark_Scaffold_1761-abinit-gene-0.1-mRNA-1 protein AED_0.14 eAED_0.17 QI_0|0.15|0.07|0.71|1|1|14|0|931
OG0004168	CRv4_Au5_s17_g7362_t1	maker_Scaffold_2594-augustus-gene-0.16-mRNA-1 protein AED_0.07 eAED_0.07 QI_11|1|1|1|1|1|10|65|507
OG0004169	CRv4_Au5_s11_g2422_t1	maker_Scaffold_1918-augustus-gene-0.15-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|1|0.93|1|1|1|15|0|784
OG0004170	CRv4_Au5_s10_g14_t1	genemark_Scaffold_2351-abinit-gene-0.5-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|0.71|0.62|0.75|1|1|8|0|256
OG0004171	CRv4_Au5_s3_g10890_t1	maker_Scaffold_1755-augustus-gene-0.15-mRNA-1 protein AED_0.16 eAED_0.16 QI_0|0.5|0.57|1|1|1|7|0|488
OG0004172	CRv4_Au5_s17_g7540_t1	genemark_Scaffold_1011-abinit-gene-0.2-mRNA-1 protein AED_0.25 eAED_0.25 QI_0|0.66|0.42|0.85|1|1|7|0|283
OG0004173	CRv4_Au5_s10_g419_t1	genemark_Scaffold_1592-abinit-gene-0.3-mRNA-1 protein AED_0.11 eAED_0.15 QI_0|0.5|0.2|0.8|1|1|5|0|264
OG0004174	CRv4_Au5_s4_g11670_t1	maker_Scaffold_2009-augustus-gene-0.16-mRNA-1 protein AED_0.07 eAED_0.07 QI_0|0.63|0.58|0.91|0.90|0.91|12|0|496
OG0004175	CRv4_Au5_s10_g679_t1	maker_Scaffold_2324-augustus-gene-0.18-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|1|1|1|1|1|9|25|514
OG0004176	CRv4_Au5_s6_g13466_t1	maker_Scaffold_525-augustus-gene-0.16-mRNA-1 protein AED_0.36 eAED_0.36 QI_0|0.5|0.36|0.63|0.8|0.90|11|0|471
OG0004177	CRv4_Au5_s9_g15495_t1	maker_Scaffold_2363-augustus-gene-0.17-mRNA-1 protein AED_0.04 eAED_0.04 QI_0|1|0.5|1|1|1|2|0|138
OG0004178	CRv4_Au5_s6_g13544_t1	maker_Scaffold_2363-augustus-gene-0.18-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|0.8|0.33|1|1|1|6|0|539
OG0004179	CRv4_Au5_s17_g7747_t1	maker_Scaffold_2363-snap-gene-0.25-mRNA-1 protein AED_0.11 eAED_0.23 QI_0|0.6|0.33|1|0.6|0.66|6|0|354
OG0004180	CRv4_Au5_s4_g11543_t1	genemark_Scaffold_2288-abinit-gene-0.2-mRNA-1 protein AED_0.25 eAED_0.25 QI_0|0.5|0.44|0.66|1|1|9|0|251
OG0004181	CRv4_Au5_s32_g11409_t1	maker_Scaffold_2308-snap-gene-0.15-mRNA-1 protein AED_0.20 eAED_0.20 QI_0|1|0.75|1|1|0.87|8|0|361
OG0004182	CRv4_Au5_s7_g13834_t1	maker_Scaffold_490-snap-gene-0.22-mRNA-1 protein AED_0.16 eAED_0.17 QI_0|0.66|0.5|0.9|0.55|0.3|10|0|631
OG0004183	CRv4_Au5_s8_g14947_t1	maker_Scaffold_490-augustus-gene-0.20-mRNA-1 protein AED_0.06 eAED_0.06 QI_0|1|0.5|1|1|1|4|0|400
OG0004184	CRv4_Au5_s6_g13361_t1	maker_Scaffold_1702-augustus-gene-0.16-mRNA-1 protein AED_0.23 eAED_0.23 QI_0|0.87|0.55|1|1|1|9|0|543
OG0004185	CRv4_Au5_s2_g9054_t1	genemark_Scaffold_1839-abinit-gene-0.3-mRNA-1 protein AED_0.20 eAED_0.20 QI_0|0.57|0.5|0.87|1|1|8|0|274
OG0004186	CRv4_Au5_s27_g10043_t1	maker_Scaffold_1839-snap-gene-0.18-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|0.33|0|0.75|0.66|0.5|4|0|282
OG0004187	CRv4_Au5_s10_g150_t1	maker_Scaffold_1285-augustus-gene-0.14-mRNA-1 protein AED_0.05 eAED_0.05 QI_0|1|0.87|1|1|1|8|0|489
OG0004188	CRv4_Au5_s4_g11627_t1	maker_Scaffold_1811-snap-gene-0.8-mRNA-1 protein AED_0.22 eAED_0.30 QI_0|0.58|0.44|0.88|0.37|0.4|25|0|902
OG0004189	CRv4_Au5_s12_g3049_t1	maker_Scaffold_1302-augustus-gene-0.23-mRNA-1 protein AED_0.02 eAED_0.03 QI_0|0.8|0.5|1|1|1|6|0|748
OG0004190	CRv4_Au5_s16_g6281_t1	genemark_Scaffold_1302-abinit-gene-0.6-mRNA-1 protein AED_0.24 eAED_0.24 QI_0|0.4|0.33|0.66|1|1|6|0|179
OG0004191	CRv4_Au5_s1_g2243_t1	maker_Scaffold_276-snap-gene-0.17-mRNA-1 protein AED_0.24 eAED_0.27 QI_0|0|0|1|0|0.16|6|0|726
OG0004192	CRv4_Au5_s31_g11386_t1	maker_Scaffold_1889-snap-gene-0.22-mRNA-1 protein AED_0.16 eAED_0.16 QI_0|0.76|0.57|0.92|0.61|0.5|14|0|503
OG0004193	CRv4_Au5_s17_g7052_t1	maker_Scaffold_1658-snap-gene-0.11-mRNA-1 protein AED_0.11 eAED_0.12 QI_0|1|0.8|1|0.33|0.3|10|0|362
OG0004194	CRv4_Au5_s5_g12021_t1	maker_Scaffold_545-snap-gene-0.25-mRNA-1 protein AED_0.19 eAED_0.19 QI_0|0.8|0.33|1|0.8|0.66|6|0|407
OG0004195	CRv4_Au5_s1_g1770_t1	maker_Scaffold_545-augustus-gene-0.23-mRNA-1 protein AED_0.25 eAED_0.27 QI_0|0.44|0.3|0.5|1|1|10|0|658
OG0004196	CRv4_Au5_s6_g12550_t1	maker_Scaffold_45-augustus-gene-0.14-mRNA-1 protein AED_0.29 eAED_0.29 QI_0|0.5|0.28|0.57|1|1|7|0|223
OG0004197	CRv4_Au5_s13_g4559_t1	maker_Scaffold_45-snap-gene-0.18-mRNA-1 protein AED_0.23 eAED_0.32 QI_0|0.4|0.33|0.83|0.2|0|6|0|369
OG0004198	CRv4_Au5_s13_g4889_t1	maker_Scaffold_45-snap-gene-0.20-mRNA-1 protein AED_0.23 eAED_0.29 QI_0|0.73|0.62|0.93|0.2|0.25|16|0|577
OG0004199	CRv4_Au5_s12_g3157_t1	augustus_masked_Scaffold_1890-abinit-gene-0.1-mRNA-1 protein AED_0.02 eAED_0.02 QI_0|0.5|0.2|0.6|1|1|5|0|142
OG0004200	CRv4_Au5_s13_g4340_t1	maker_Scaffold_1890-augustus-gene-0.22-mRNA-1 protein AED_0.31 eAED_0.31 QI_0|0|0|0.33|1|1|6|0|430
OG0004201	CRv4_Au5_s10_g391_t1	genemark_Scaffold_2078-abinit-gene-0.7-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|0.83|0.57|1|1|1|7|0|178
OG0004202	CRv4_Au5_s13_g5065_t1	maker_Scaffold_2078-augustus-gene-0.16-mRNA-1 protein AED_0.16 eAED_0.17 QI_0|0.33|0|0.75|1|1|4|0|247
